Node: Pos=(24, 22), Wins=-11281489, Visits=5000
	Node: Pos=(25, 22), Wins=-289, Visits=1
	Node: Pos=(23, 22), Wins=-11277483, Visits=4995
		Node: Pos=(24, 22), Wins=-11273940, Visits=4991
			Node: Pos=(25, 22), Wins=-242, Visits=1
			Node: Pos=(23, 22), Wins=-11267718, Visits=4987
				Node: Pos=(24, 22), Wins=-11234541, Visits=4970
					Node: Pos=(25, 22), Wins=-11226032, Visits=4966
						Node: Pos=(26, 22), Wins=-1445, Visits=1
						Node: Pos=(24, 22), Wins=-11214266, Visits=4962
							Node: Pos=(25, 22), Wins=-66573, Visits=34
								Node: Pos=(26, 22), Wins=-31777, Visits=16
									Node: Pos=(27, 22), Wins=-20207, Visits=10
										Node: Pos=(28, 22), Wins=-12615, Visits=6
											Node: Pos=(29, 22), Wins=-4825, Visits=2
												Node: Pos=(29, 22), Wins=-184, Visits=1
											Node: Pos=(27, 22), Wins=-553, Visits=1
											Node: Pos=(28, 23), Wins=-994, Visits=1
											Node: Pos=(28, 21), Wins=-1265, Visits=1
										Node: Pos=(26, 22), Wins=-1508, Visits=1
										Node: Pos=(27, 23), Wins=-338, Visits=1
										Node: Pos=(27, 21), Wins=-526, Visits=1
									Node: Pos=(25, 22), Wins=-5885, Visits=3
										Node: Pos=(26, 22), Wins=-714, Visits=1
										Node: Pos=(24, 22), Wins=-11, Visits=1
									Node: Pos=(26, 23), Wins=-2209, Visits=1
									Node: Pos=(26, 21), Wins=-1366, Visits=1
								Node: Pos=(24, 22), Wins=-3976, Visits=2
									Node: Pos=(25, 22), Wins=-1581, Visits=1
								Node: Pos=(25, 23), Wins=-26005, Visits=14
									Node: Pos=(26, 23), Wins=-4036, Visits=3
										Node: Pos=(27, 23), Wins=-2060, Visits=1
										Node: Pos=(25, 23), Wins=3, Visits=1
									Node: Pos=(24, 23), Wins=-339, Visits=1
									Node: Pos=(25, 24), Wins=-13605, Visits=7
										Node: Pos=(26, 24), Wins=-1328, Visits=1
										Node: Pos=(24, 24), Wins=-466, Visits=1
										Node: Pos=(25, 25), Wins=-3459, Visits=2
											Node: Pos=(26, 25), Wins=-1291, Visits=1
										Node: Pos=(25, 23), Wins=-4062, Visits=2
