Node: Pos=(18, 20), Wins=-11173249, Visits=5000
	Node: Pos=(19, 20), Wins=-11171905, Visits=4996
		Node: Pos=(20, 20), Wins=-28834, Visits=16
			Node: Pos=(21, 20), Wins=-1732, Visits=1
			Node: Pos=(19, 20), Wins=-1555, Visits=1
			Node: Pos=(20, 21), Wins=-19960, Visits=12
				Node: Pos=(21, 21), Wins=35, Visits=1
				Node: Pos=(19, 21), Wins=-51, Visits=1
				Node: Pos=(20, 22), Wins=-10920, Visits=8
					Node: Pos=(21, 22), Wins=-1069, Visits=1
					Node: Pos=(19, 22), Wins=-4905, Visits=4
						Node: Pos=(20, 22), Wins=-2781, Visits=1
						Node: Pos=(18, 22), Wins=-443, Visits=1
						Node: Pos=(19, 23), Wins=-47, Visits=1
					Node: Pos=(20, 23), Wins=-350, Visits=1
					Node: Pos=(20, 21), Wins=-650, Visits=1
				Node: Pos=(20, 20), Wins=-95, Visits=1
			Node: Pos=(20, 19), Wins=-1064, Visits=1
		Node: Pos=(18, 20), Wins=-11136710, Visits=4975
			Node: Pos=(19, 20), Wins=-14313, Visits=8
				Node: Pos=(20, 20), Wins=-487, Visits=1
				Node: Pos=(18, 20), Wins=-778, Visits=1
				Node: Pos=(19, 21), Wins=-2611, Visits=3
					Node: Pos=(20, 21), Wins=-1559, Visits=1
					Node: Pos=(18, 21), Wins=-266, Visits=1
				Node: Pos=(19, 19), Wins=-1481, Visits=2
					Node: Pos=(20, 19), Wins=-533, Visits=1
			Node: Pos=(17, 20), Wins=-10, Visits=1
			Node: Pos=(18, 21), Wins=-11118749, Visits=4964
				Node: Pos=(19, 21), Wins=-91455, Visits=48
					Node: Pos=(20, 21), Wins=-78481, Visits=44
						Node: Pos=(21, 21), Wins=-69134, Visits=40
							Node: Pos=(22, 21), Wins=-12427, Visits=8
								Node: Pos=(23, 21), Wins=-4643, Visits=3
									Node: Pos=(24, 21), Wins=-88, Visits=1
									Node: Pos=(22, 21), Wins=-818, Visits=1
								Node: Pos=(21, 21), Wins=-2634, Visits=2
									Node: Pos=(22, 21), Wins=-380, Visits=1
								Node: Pos=(22, 22), Wins=-103, Visits=1
								Node: Pos=(22, 20), Wins=-163, Visits=1
							Node: Pos=(20, 21), Wins=-381, Visits=1
							Node: Pos=(21, 22), Wins=-48064, Visits=29
								Node: Pos=(22, 22), Wins=-29672, Visits=17
									Node: Pos=(23, 22), Wins=-4446, Visits=3
										Node: Pos=(24, 22), Wins=-1466, Visits=1
										Node: Pos=(22, 22), Wins=-812, Visits=1
									Node: Pos=(21, 22), Wins=-17678, Visits=10
										Node: Pos=(22, 22), Wins=-499, Visits=1
										Node: Pos=(20, 22), Wins=-8567, Visits=5
											Node: Pos=(21, 22), Wins=-4566, Visits=1
											Node: Pos=(19, 22), Wins=-304, Visits=1
											Node: Pos=(20, 23), Wins=-574, Visits=1
											Node: Pos=(20, 21), Wins=-258, Visits=1
										Node: Pos=(21, 23), Wins=-2838, Visits=2
											Node: Pos=(22, 23), Wins=-1045, Visits=1
										Node: Pos=(21, 21), Wins=-1449, Visits=1
									Node: Pos=(22, 23), Wins=-2923, Visits=2
										Node: Pos=(23, 23), Wins=-1067, Visits=1
									Node: Pos=(22, 21), Wins=-1174, Visits=1
								Node: Pos=(20, 22), Wins=-1314, Visits=1
								Node: Pos=(21, 23), Wins=-3083, Visits=2
									Node: Pos=(22, 23), Wins=-72, Visits=1
								Node: Pos=(21, 21), Wins=-12187, Visits=8
									Node: Pos=(22, 21), Wins=-1765, Visits=1
									Node: Pos=(20, 21), Wins=-5742, Visits=4
										Node: Pos=(21, 21), Wins=-164, Visits=1
										Node: Pos=(19, 21), Wins=-1119, Visits=1
										Node: Pos=(20, 22), Wins=65, Visits=1
									Node: Pos=(21, 22), Wins=-70, Visits=1
									Node: Pos=(21, 20), Wins=-403, Visits=1
							Node: Pos=(21, 20), Wins=-1561, Visits=1
						Node: Pos=(19, 21), Wins=-432, Visits=1
						Node: Pos=(20, 22), Wins=-656, Visits=1
						Node: Pos=(20, 20), Wins=15, Visits=1
					Node: Pos=(18, 21), Wins=-1689, Visits=1
					Node: Pos=(19, 22), Wins=-1715, Visits=1
					Node: Pos=(19, 20), Wins=-756, Visits=1
				Node: Pos=(17, 21), Wins=-2987, Visits=2
					Node: Pos=(18, 21), Wins=-822, Visits=1
				Node: Pos=(18, 22), Wins=-11016738, Visits=4912
					Node: Pos=(19, 22), Wins=-1137, Visits=1
					Node: Pos=(17, 22), Wins=-78, Visits=1
					Node: Pos=(18, 23), Wins=-60, Visits=1
					Node: Pos=(18, 21), Wins=-11009084, Visits=4908
						Node: Pos=(19, 21), Wins=25, Visits=1
						Node: Pos=(17, 21), Wins=-1562, Visits=1
						Node: Pos=(18, 22), Wins=-10997762, Visits=4902
							Node: Pos=(19, 22), Wins=-10775, Visits=6
								Node: Pos=(20, 22), Wins=45, Visits=1
								Node: Pos=(18, 22), Wins=-305, Visits=1
								Node: Pos=(19, 23), Wins=-650, Visits=1
								Node: Pos=(19, 21), Wins=-1624, Visits=2
									Node: Pos=(20, 21), Wins=-369, Visits=1
							Node: Pos=(17, 22), Wins=-16551, Visits=8
								Node: Pos=(18, 22), Wins=-1455, Visits=1
								Node: Pos=(16, 22), Wins=-3955, Visits=2
									Node: Pos=(17, 22), Wins=-1642, Visits=1
