Node: Pos=(25, 5), Wins=-11408370, Visits=5000
	Node: Pos=(26, 5), Wins=-187, Visits=1
	Node: Pos=(24, 5), Wins=-11406602, Visits=4997
		Node: Pos=(25, 5), Wins=-2710, Visits=2
			Node: Pos=(26, 5), Wins=-542, Visits=1
		Node: Pos=(23, 5), Wins=-11402026, Visits=4992
			Node: Pos=(24, 5), Wins=-1624, Visits=1
			Node: Pos=(22, 5), Wins=-365, Visits=1
			Node: Pos=(23, 6), Wins=-1391, Visits=1
			Node: Pos=(23, 4), Wins=-11395649, Visits=4988
				Node: Pos=(24, 4), Wins=-585, Visits=1
				Node: Pos=(22, 4), Wins=-1786, Visits=1
				Node: Pos=(23, 5), Wins=-1253, Visits=1
				Node: Pos=(23, 3), Wins=-11387224, Visits=4984
					Node: Pos=(24, 3), Wins=-11223998, Visits=4902
						Node: Pos=(25, 3), Wins=-782, Visits=1
						Node: Pos=(23, 3), Wins=-3414, Visits=2
							Node: Pos=(24, 3), Wins=-817, Visits=1
						Node: Pos=(24, 4), Wins=-11972, Visits=6
							Node: Pos=(25, 4), Wins=-324, Visits=1
							Node: Pos=(23, 4), Wins=-815, Visits=1
							Node: Pos=(24, 5), Wins=-3207, Visits=2
								Node: Pos=(25, 5), Wins=-712, Visits=1
							Node: Pos=(24, 3), Wins=-2056, Visits=1
						Node: Pos=(24, 2), Wins=-11204569, Visits=4892
							Node: Pos=(25, 2), Wins=-5953, Visits=3
								Node: Pos=(26, 2), Wins=-569, Visits=1
								Node: Pos=(24, 2), Wins=-160, Visits=1
							Node: Pos=(23, 2), Wins=-1886, Visits=1
							Node: Pos=(24, 3), Wins=-11190110, Visits=4886
								Node: Pos=(25, 3), Wins=-11161857, Visits=4872
									Node: Pos=(26, 3), Wins=-11146532, Visits=4865
										Node: Pos=(27, 3), Wins=-11123563, Visits=4855
											Node: Pos=(28, 3), Wins=-3751, Visits=2
												Node: Pos=(29, 3), Wins=-167, Visits=1
											Node: Pos=(26, 3), Wins=-1960, Visits=1
											Node: Pos=(27, 4), Wins=-1983, Visits=1
											Node: Pos=(27, 2), Wins=-11105183, Visits=4850
												Node: Pos=(28, 2), Wins=-3744, Visits=2
													Node: Pos=(29, 2), Wins=-170, Visits=1
												Node: Pos=(26, 2), Wins=-1241, Visits=1
												Node: Pos=(27, 3), Wins=-1064, Visits=1
												Node: Pos=(27, 1), Wins=-11096591, Visits=4845
													Node: Pos=(28, 1), Wins=-1012, Visits=1
													Node: Pos=(26, 1), Wins=-9914, Visits=5
														Node: Pos=(27, 1), Wins=-4030, Visits=1
														Node: Pos=(25, 1), Wins=-163, Visits=1
														Node: Pos=(26, 2), Wins=-2424, Visits=1
														Node: Pos=(26, 0), Wins=-622, Visits=1
													Node: Pos=(27, 2), Wins=-1361, Visits=1
													Node: Pos=(27, 0), Wins=-11079604, Visits=4837
														Node: Pos=(28, 0), Wins=-3900, Visits=2
															Node: Pos=(29, 0), Wins=-1017, Visits=1
														Node: Pos=(26, 0), Wins=-11069584, Visits=4832
															Node: Pos=(27, 0), Wins=-33821, Visits=17
																Node: Pos=(28, 0), Wins=-751, Visits=1
																Node: Pos=(26, 0), Wins=-25436, Visits=12
																	Node: Pos=(27, 0), Wins=-1374, Visits=1
																	Node: Pos=(25, 0), Wins=-845, Visits=1
																	Node: Pos=(26, 1), Wins=-11494, Visits=7
																		Node: Pos=(27, 1), Wins=-1306, Visits=1
																		Node: Pos=(25, 1), Wins=-2758, Visits=2
																			Node: Pos=(26, 1), Wins=-378, Visits=1
																		Node: Pos=(26, 2), Wins=-4008, Visits=2
																			Node: Pos=(27, 2), Wins=-508, Visits=1
																		Node: Pos=(26, 0), Wins=-1908, Visits=1
																	Node: Pos=(26, 0), Wins=-2286, Visits=2
																		Node: Pos=(27, 0), Wins=-625, Visits=1
																Node: Pos=(27, 1), Wins=-1405, Visits=1
																Node: Pos=(27, 0), Wins=-2870, Visits=2
																	Node: Pos=(28, 0), Wins=-397, Visits=1
															Node: Pos=(25, 0), Wins=-1010, Visits=1
															Node: Pos=(26, 1), Wins=-11031230, Visits=4812
																Node: Pos=(27, 1), Wins=-8111, Visits=4
																	Node: Pos=(28, 1), Wins=-3415, Visits=1
																	Node: Pos=(26, 1), Wins=-993, Visits=1
																	Node: Pos=(27, 2), Wins=-400, Visits=1
																Node: Pos=(25, 1), Wins=-1741, Visits=1
																Node: Pos=(26, 2), Wins=-1212, Visits=1
																Node: Pos=(26, 0), Wins=-11014968, Visits=4805
																	Node: Pos=(27, 0), Wins=-1632, Visits=1
																	Node: Pos=(25, 0), Wins=-32132, Visits=16
																		Node: Pos=(26, 0), Wins=-18640, Visits=11
																			Node: Pos=(27, 0), Wins=-861, Visits=1
																			Node: Pos=(25, 0), Wins=-620, Visits=1
																			Node: Pos=(26, 1), Wins=-1529, Visits=1
																			Node: Pos=(26, 0), Wins=-11447, Visits=7
																				Node: Pos=(27, 0), Wins=-1226, Visits=1
																				Node: Pos=(25, 0), Wins=-5653, Visits=3
																					Node: Pos=(26, 0), Wins=-549, Visits=1
																					Node: Pos=(24, 0), Wins=-405, Visits=1
																				Node: Pos=(26, 1), Wins=-625, Visits=1
																				Node: Pos=(26, 0), Wins=-1046, Visits=1
																		Node: Pos=(24, 0), Wins=-2843, Visits=2
																			Node: Pos=(25, 0), Wins=-983, Visits=1
																		Node: Pos=(25, 1), Wins=-781, Visits=1
																		Node: Pos=(25, 0), Wins=-651, Visits=1
																	Node: Pos=(26, 1), Wins=-10973259, Visits=4786
																		Node: Pos=(27, 1), Wins=-1923, Visits=1
																		Node: Pos=(25, 1), Wins=-3707, Visits=2
																			Node: Pos=(26, 1), Wins=-1398, Visits=1
																		Node: Pos=(26, 2), Wins=-10961793, Visits=4781
																			Node: Pos=(27, 2), Wins=-3795, Visits=2
																				Node: Pos=(28, 2), Wins=-180, Visits=1
																			Node: Pos=(25, 2), Wins=-10928393, Visits=4765
																				Node: Pos=(26, 2), Wins=-10872546, Visits=4737
																					Node: Pos=(27, 2), Wins=-742, Visits=1
																					Node: Pos=(25, 2), Wins=-10853210, Visits=4728
																						Node: Pos=(26, 2), Wins=-10841997, Visits=4722
																							Node: Pos=(27, 2), Wins=-220, Visits=1
																							Node: Pos=(25, 2), Wins=-10832283, Visits=4718
																								Node: Pos=(26, 2), Wins=-4072, Visits=2
																									Node: Pos=(27, 2), Wins=-234, Visits=1
																								Node: Pos=(24, 2), Wins=-10825809, Visits=4713
																									Node: Pos=(25, 2), Wins=-4599, Visits=3
																										Node: Pos=(26, 2), Wins=-158, Visits=1
																										Node: Pos=(24, 2), Wins=-108, Visits=1
																									Node: Pos=(23, 2), Wins=-10618046, Visits=4611
																										Node: Pos=(24, 2), Wins=-1713, Visits=1
																										Node: Pos=(22, 2), Wins=-10607827, Visits=4606
																											Node: Pos=(23, 2), Wins=-643, Visits=1
																											Node: Pos=(21, 2), Wins=-1446, Visits=1
																											Node: Pos=(22, 3), Wins=-1128, Visits=1
																											Node: Pos=(22, 1), Wins=-10597129, Visits=4602
																												Node: Pos=(23, 1), Wins=-9969, Visits=5
																													Node: Pos=(24, 1), Wins=-327, Visits=1
																													Node: Pos=(22, 1), Wins=-724, Visits=1
																													Node: Pos=(23, 2), Wins=-2136, Visits=1
																													Node: Pos=(23, 0), Wins=-749, Visits=1
																												Node: Pos=(21, 1), Wins=-686, Visits=1
																												Node: Pos=(22, 2), Wins=-525, Visits=1
																												Node: Pos=(22, 0), Wins=-10584025, Visits=4594
																													Node: Pos=(23, 0), Wins=-1595, Visits=1
																													Node: Pos=(21, 0), Wins=-1671, Visits=1
																													Node: Pos=(22, 1), Wins=-10575911, Visits=4590
																														Node: Pos=(23, 1), Wins=-10554960, Visits=4580
																															Node: Pos=(24, 1), Wins=-2069, Visits=1
																															Node: Pos=(22, 1), Wins=-1045, Visits=1
																															Node: Pos=(23, 2), Wins=-123174, Visits=55
																																Node: Pos=(24, 2), Wins=-87405, Visits=40
																																	Node: Pos=(25, 2), Wins=-1958, Visits=1
																																	Node: Pos=(23, 2), Wins=-18846, Visits=9
																																		Node: Pos=(24, 2), Wins=-640, Visits=1
																																		Node: Pos=(22, 2), Wins=-499, Visits=1
																																		Node: Pos=(23, 3), Wins=-4256, Visits=2
																																			Node: Pos=(24, 3), Wins=-1813, Visits=1
																																		Node: Pos=(23, 1), Wins=-7593, Visits=4
																																			Node: Pos=(24, 1), Wins=-2679, Visits=1
																																			Node: Pos=(22, 1), Wins=-1213, Visits=1
																																			Node: Pos=(23, 2), Wins=-867, Visits=1
																																	Node: Pos=(24, 3), Wins=-53880, Visits=26
																																		Node: Pos=(25, 3), Wins=-23399, Visits=12
																																			Node: Pos=(26, 3), Wins=-977, Visits=1
																																			Node: Pos=(24, 3), Wins=-7361, Visits=4
																																				Node: Pos=(25, 3), Wins=-2443, Visits=1
																																				Node: Pos=(23, 3), Wins=-2226, Visits=1
																																				Node: Pos=(24, 4), Wins=-256, Visits=1
																																			Node: Pos=(25, 4), Wins=-378, Visits=1
																																			Node: Pos=(25, 2), Wins=-8667, Visits=5
																																				Node: Pos=(26, 2), Wins=-3169, Visits=1
																																				Node: Pos=(24, 2), Wins=-1364, Visits=1
																																				Node: Pos=(25, 3), Wins=-719, Visits=1
																																				Node: Pos=(25, 1), Wins=-467, Visits=1
																																		Node: Pos=(23, 3), Wins=-1964, Visits=1
